NGANo: csz004-A11923-NS 
Zeta: 0.050000 
Ds5-95: 68.280000 
Comments:  
Period, SD, SV, SA
0.010000 0.000395 0.007371 156.050817  
0.020000 0.001587 0.030932 156.993817  
0.030000 0.003507 0.075006 154.059467  
0.040000 0.006477 0.125646 159.465438  
0.050000 0.010234 0.207084 162.340274  
0.060000 0.014655 0.268401 160.145542  
0.070000 0.020079 0.302613 161.719139  
0.080000 0.025705 0.463274 159.302099  
0.090000 0.032395 0.511861 158.158463  
0.100000 0.040710 0.688674 159.877443  
0.110000 0.051097 0.881543 166.076204  
0.120000 0.062214 1.196740 171.035219  
0.130000 0.071876 1.322503 167.805181  
0.140000 0.085541 1.615087 172.921773  
0.150000 0.102531 1.658242 180.577551  
0.160000 0.115609 1.704041 177.448100  
0.170000 0.127597 1.959726 174.066403  
0.180000 0.148660 2.210028 181.451910  
0.190000 0.160580 2.888266 176.536000  
0.200000 0.184235 3.080641 182.011582  
0.210000 0.182184 3.157536 163.091464  
0.220000 0.195194 3.176697 159.374561  
0.230000 0.230713 3.809279 172.719740  
0.240000 0.267761 4.655945 183.492882  
0.250000 0.295894 4.965448 186.923579  
0.260000 0.306272 5.081851 178.461723  
0.270000 0.315506 5.686764 171.757245  
0.280000 0.346578 5.604918 175.284360  
0.290000 0.407957 5.546888 191.737656  
0.300000 0.483080 6.755449 211.850680  
0.310000 0.548834 7.234955 226.796127  
0.320000 0.544012 7.327808 210.684716  
0.330000 0.558412 8.165182 201.971941  
0.340000 0.551831 8.482356 189.452284  
0.350000 0.568665 7.706380 183.502180  
0.360000 0.604088 6.762862 184.088584  
0.370000 0.630107 8.106965 182.107750  
0.380000 0.646348 9.370182 176.289037  
0.390000 0.659308 9.895345 171.905838  
0.400000 0.654395 9.630171 162.456010  
0.410000 0.713907 9.608139 167.868410  
0.420000 0.769065 9.172910 172.102697  
0.430000 0.798382 9.324461 170.653825  
0.440000 0.819440 10.165535 167.355443  
0.450000 0.825072 10.173354 160.429950  
