NGANo: csz017-A11923-EW 
Zeta: 0.050000 
Ds5-95: 174.960000 
Comments:  
Period, SD, SV, SA
0.010000 0.000170 0.007348 67.306916  
0.020000 0.000713 0.036404 70.224494  
0.030000 0.001550 0.045817 68.163931  
0.040000 0.002704 0.098839 66.592532  
0.050000 0.004305 0.147725 67.616206  
0.060000 0.006188 0.183941 68.097191  
0.070000 0.009060 0.237171 73.164039  
0.080000 0.012322 0.345422 75.939100  
0.090000 0.015272 0.396202 74.383661  
0.100000 0.020101 0.635203 79.915220  
0.110000 0.026543 0.700928 86.516108  
0.120000 0.031307 0.840210 85.824831  
0.130000 0.039928 0.934906 92.818171  
0.140000 0.047892 1.038610 94.990480  
0.150000 0.048429 1.278676 83.982064  
0.160000 0.064940 1.798989 101.503335  
0.170000 0.076892 2.164290 105.367632  
0.180000 0.095433 2.706172 118.821127  
0.190000 0.122778 3.197907 133.939787  
0.200000 0.151131 3.866798 152.202806  
0.210000 0.186711 4.569041 166.966271  
0.220000 0.219655 5.339788 181.987375  
0.230000 0.241947 5.600910 182.785461  
0.240000 0.240435 5.304671 163.552871  
0.250000 0.245361 5.265074 157.226132  
0.260000 0.260720 4.581014 152.757504  
0.270000 0.250104 4.395771 135.438910  
0.280000 0.231117 4.155334 115.503231  
0.290000 0.220222 4.133524 103.266434  
0.300000 0.232711 4.430495 102.270278  
0.310000 0.279183 5.093870 115.488087  
0.320000 0.323005 5.534549 124.668016  
0.330000 0.366974 6.053867 133.428081  
0.340000 0.435654 6.921484 149.240810  
0.350000 0.495196 7.067657 159.606003  
0.360000 0.492804 6.421638 150.461642  
0.370000 0.455146 5.701055 131.223651  
0.380000 0.451820 5.991538 123.481295  
0.390000 0.500630 5.861671 131.054880  
0.400000 0.514671 6.432469 127.063566  
0.410000 0.573505 6.831739 135.769649  
0.420000 0.664272 8.009369 149.985985  
0.430000 0.735344 9.252532 158.553684  
0.440000 0.784069 10.066992 161.494685  
0.450000 0.808382 10.437210 159.027205  
0.460000 0.809238 10.473796 152.097074  
0.470000 0.766776 9.939980 137.709378  
0.480000 0.712654 8.845153 122.324791  
0.490000 0.790587 8.286308 129.809414  
0.500000 0.852064 9.069480 135.389994  
0.510000 0.916922 9.704628 139.673110  
0.520000 0.983854 10.329547 144.141229  
0.530000 1.046496 10.986482 147.878147  
0.540000 1.102321 11.548433 149.231832  
0.550000 1.139655 11.826820 150.035406  
0.560000 1.164389 11.801149 146.750910  
0.570000 1.158132 11.518677 141.987908  
0.580000 1.203684 11.224750 141.431341  
0.590000 1.320745 11.259459 150.348681  
0.600000 1.386088 11.843054 152.622134  
0.610000 1.363096 13.177813 144.949694  
0.620000 1.461384 14.552744 151.054045  
0.630000 1.500220 14.954744 149.791507  
0.640000 1.486009 14.724849 143.692772  
0.650000 1.446985 14.139701 135.811068  
0.660000 1.386259 13.395807 126.480486  
0.670000 1.320446 12.323611 116.893618  
0.680000 1.322771 11.028414 113.097903  
0.690000 1.290870 9.942056 107.951960  
0.700000 1.250108 9.446810 101.288217  
0.710000 1.207008 8.888366 94.846443  
0.720000 1.175987 8.411480 89.814546  
0.730000 1.168449 8.121750 86.865947  
0.740000 1.203224 8.104992 86.833398  
0.750000 1.248670 8.599787 87.998785  
0.760000 1.320722 9.018183 90.442329  
0.770000 1.376038 9.443445 92.356022  
0.780000 1.404737 9.708169 91.378825  
0.790000 1.402258 9.663521 88.958156  
0.800000 1.492445 9.338241 92.303213  
0.810000 1.599886 9.206874 96.403924  
0.820000 1.700270 9.643366 100.347256  
0.830000 1.786008 9.908305 102.630348  
0.840000 1.841824 9.987335 103.463191  
0.850000 1.886899 10.051693 103.598715  
0.860000 1.943776 10.253148 104.193022  
0.870000 2.033989 10.744087 106.526056  
0.880000 2.167647 11.535362 110.931984  
0.890000 2.332774 12.489462 116.614867  
0.900000 2.502508 13.407316 122.520411  
0.910000 2.665142 14.231577 127.570086  
0.920000 2.799149 15.116269 131.099822  
0.930000 2.918268 15.802526 133.765096  
0.940000 3.029919 16.468489 135.771479  
0.950000 3.161380 17.187740 138.965332  
0.960000 3.334925 18.149887 143.373430  
0.970000 3.536300 19.316253 149.147910  
0.980000 3.758949 20.626995 155.019191  
0.990000 3.954454 21.810745 159.893100  
1.000000 4.090900 22.663648 162.149613  
1.010000 4.145038 23.005117 161.067640  
1.020000 4.110762 22.763136 156.636015  
1.030000 4.004376 22.033589 149.684510  
1.040000 3.867056 21.121195 141.618650  
1.050000 3.747399 20.247654 134.796024  
1.060000 3.683914 20.098360 129.971247  
1.070000 3.685915 20.032697 127.591797  
1.080000 3.734502 19.607019 126.854768  
1.090000 3.790870 19.739401 126.594205  
1.100000 3.835926 19.763733 125.716209  
1.110000 3.849698 19.633275 123.854851  
1.120000 3.856222 19.507619 121.832185  
1.130000 3.906784 19.506014 121.187226  
1.140000 4.103785 19.730800 125.069867  
1.150000 4.260836 20.155770 127.736392  
1.160000 4.372353 20.749694 128.919638  
1.170000 4.431228 21.428101 128.389228  
1.180000 4.626144 22.204098 131.751043  
1.190000 4.854686 23.159388 135.971510  
1.200000 5.116745 24.181125 140.955182  
1.210000 5.376296 25.265838 145.640949  
1.220000 5.630759 26.304400 150.073830  
1.230000 5.855558 27.281450 153.541219  
1.240000 6.059169 28.254426 156.312010  
1.250000 6.239109 29.019938 158.397318  
1.260000 6.385073 29.673593 159.551657  
1.270000 6.490810 30.145046 159.655405  
1.280000 6.549722 30.438002 158.598510  
1.290000 6.557414 30.525415 156.325931  
1.300000 6.511625 30.387162 152.841685  
1.310000 6.410884 29.998446 148.231522  
1.320000 6.258038 29.341042 142.516200  
1.330000 6.058682 28.622572 135.899038  
1.340000 5.828321 27.850080 128.775159  
1.350000 5.603763 26.957015 121.938230  
1.360000 6.041831 26.043830 129.520093  
1.370000 6.456192 25.516521 136.405819  
1.380000 6.856412 26.904026 142.831226  
1.390000 7.223474 28.362676 148.346652  
1.400000 7.545841 29.714333 152.735486  
1.410000 7.818454 30.908745 156.138441  
1.420000 8.043649 31.903948 158.323867  
1.430000 8.205782 32.661859 159.227315  
1.440000 8.303534 33.162674 158.870589  
1.450000 8.340768 33.409593 157.350453  
1.460000 8.327379 33.486565 154.945330  
1.470000 8.284497 33.492216 152.141883  
1.480000 8.228961 33.386833 149.016444  
1.490000 8.165048 33.218092 145.859416  
1.500000 8.120248 33.033520 143.172872  
1.510000 8.093552 32.955106 140.746724  
1.520000 8.099483 32.947090 139.050257  
1.530000 8.131629 33.034515 137.744392  
1.540000 8.195217 33.251734 137.028181  
1.550000 8.275162 33.573169 136.515323  
1.560000 8.364952 33.908787 136.302385  
1.570000 8.456709 34.198640 135.966544  
1.580000 8.532975 34.435723 135.435983  
1.590000 8.590366 34.589152 134.739091  
1.600000 8.633219 34.590058 133.690796  
1.610000 8.654022 34.503473 132.299675  
1.620000 8.662883 34.372738 130.927203  
1.630000 8.677793 34.192708 129.470614  
1.640000 8.693024 34.048659 128.181936  
1.650000 8.729504 33.967311 127.125677  
1.660000 8.776175 33.920147 126.273880  
1.670000 8.841160 33.930033 125.702935  
1.680000 8.916619 34.002324 125.216652  
1.690000 8.998221 34.070913 124.950514  
1.700000 9.088770 34.174515 124.639744  
1.710000 9.173748 34.253921 124.386291  
1.720000 9.258017 34.269052 124.088755  
1.730000 9.336340 34.208475 123.638390  
1.740000 9.399873 34.145324 123.123161  
1.750000 9.456658 33.991767 122.474567  
1.760000 9.501934 33.751152 121.606835  
1.770000 9.528879 33.430184 120.721605  
1.780000 9.678309 33.044578 121.049955  
1.790000 9.872442 32.665850 122.064135  
1.800000 10.059353 32.229359 122.969616  
1.810000 10.240068 31.758018 123.796150  
1.820000 10.415400 31.369019 124.558902  
1.830000 10.585916 31.161327 125.265814  
1.840000 10.755481 32.398062 125.927794  
1.850000 10.929487 34.108484 126.549201  
1.860000 11.502047 35.803170 131.804177  
1.870000 12.078882 37.464202 136.887828  
1.880000 12.653545 39.337697 141.834607  
1.890000 13.224103 41.213898 146.750367  
1.900000 13.795304 43.015188 151.520285  
1.910000 14.368058 44.816779 156.109191  
1.920000 14.930341 46.578300 160.560046  
1.930000 15.476729 48.333046 164.833269  
1.940000 16.013662 50.053229 168.793500  
1.950000 16.529685 51.711269 172.383899  
1.960000 17.013914 53.264851 175.724656  
1.970000 17.460561 54.731771 178.643332  
1.980000 17.884595 56.059826 181.060207  
1.990000 18.264172 57.193475 182.994494  
2.000000 18.597549 58.189530 184.545064  
2.010000 18.886227 58.984887 185.572958  
2.020000 19.134156 59.647817 186.145209  
2.030000 19.350355 60.280784 186.312659  
2.040000 19.528232 60.783277 186.131241  
2.050000 19.668199 61.055594 185.604196  
2.060000 19.770180 61.196790 184.823336  
2.070000 19.835893 61.174834 183.677625  
2.080000 19.867516 60.988120 182.202863  
2.090000 19.866499 60.643370 180.452655  
2.100000 19.833150 60.176677 178.446187  
2.110000 19.769788 59.496007 176.200128  
2.120000 19.678213 58.711302 173.704049  
2.130000 19.554002 58.138928 170.949833  
2.140000 19.398995 57.710724 168.052665  
2.150000 19.215597 57.227205 164.940416  
2.160000 19.005265 56.709553 161.655837  
2.170000 18.769451 56.176694 158.207210  
2.180000 18.517671 55.561560 154.591921  
2.190000 18.235272 54.910245 150.892162  
2.200000 17.919187 54.108051 147.023210  
2.210000 17.580847 53.250668 142.909216  
2.220000 17.220756 52.241444 138.736135  
2.230000 16.841373 51.212808 134.426773  
2.240000 16.589443 50.069858 131.143198  
2.250000 16.324057 48.875852 127.928805  
2.260000 16.049051 47.684868 124.700757  
2.270000 15.779711 46.462308 121.486150  
2.280000 15.506190 45.233568 118.390575  
2.290000 15.232493 44.201398 115.313608  
2.300000 14.973526 43.378363 112.358198  
2.310000 14.712500 42.561582 109.474920  
2.320000 14.466818 41.756958 106.693691  
2.330000 14.222214 40.967109 104.001389  
2.340000 13.989104 40.192862 101.403383  
2.350000 13.759350 39.444724 98.898595  
2.360000 13.540318 38.831970 96.485144  
2.370000 13.324424 38.808653 94.152938  
2.380000 13.121123 38.802198 91.926566  
2.390000 13.036733 38.814802 90.594657  
2.400000 13.106805 38.848245 90.321005  
2.410000 13.187469 38.903729 90.121664  
2.420000 13.279105 38.981721 89.997338  
2.430000 13.381799 39.100484 89.946699  
2.440000 13.495281 39.243012 89.966133  
2.450000 13.618888 39.404385 90.049536  
2.460000 13.751542 39.581448 90.188294  
2.470000 13.892283 39.770130 90.375917  
2.480000 14.043807 39.965772 90.624552  
2.490000 14.199810 40.163629 90.895444  
2.500000 14.358628 40.359490 91.177536  
2.510000 14.518985 40.561754 91.462561  
2.520000 14.680206 40.773721 91.746252  
2.530000 14.842610 40.979834 92.028887  
2.540000 15.013681 41.181798 92.354405  
2.550000 15.187848 41.382468 92.695261  
2.560000 15.366688 41.585171 93.057024  
2.570000 15.551809 41.793091 93.448882  
