NGANo: csz019-A11923-EW 
Zeta: 0.050000 
Ds5-95: 127.460000 
Comments:  
Period, SD, SV, SA
0.010000 0.000173 0.012829 68.227327  
0.020000 0.000702 0.053834 68.929779  
0.030000 0.001647 0.122526 73.730302  
0.040000 0.003243 0.208884 81.546108  
0.050000 0.004793 0.247412 75.776139  
0.060000 0.006958 0.367178 74.704666  
0.070000 0.009424 0.516449 76.089152  
0.080000 0.014377 0.617064 88.956692  
0.090000 0.019952 1.018928 98.323331  
0.100000 0.027674 1.213081 108.478421  
0.110000 0.033273 1.442884 108.388220  
0.120000 0.047560 2.061910 131.397013  
0.130000 0.058970 2.515783 138.959543  
0.140000 0.073622 2.964764 150.602288  
0.150000 0.081516 3.076492 145.808258  
0.160000 0.097379 3.169983 152.149115  
0.170000 0.140567 5.055760 193.143000  
0.180000 0.155754 5.272862 194.196736  
0.190000 0.157029 4.785123 172.421642  
0.200000 0.179789 5.507637 177.555126  
0.210000 0.191677 5.126487 172.138000  
0.220000 0.230964 6.021226 191.833966  
0.230000 0.245150 5.739533 182.033031  
0.240000 0.280453 6.778624 193.428452  
0.250000 0.375270 8.406722 237.416038  
0.260000 0.467959 10.522941 274.446709  
0.270000 0.534512 11.833374 292.418311  
0.280000 0.516869 11.097281 263.256787  
0.290000 0.466215 9.481449 220.081968  
0.300000 0.478364 9.470599 212.644725  
0.310000 0.493663 8.881603 203.695157  
0.320000 0.546246 9.470323 210.949593  
0.330000 0.524089 8.827080 189.741020  
0.340000 0.458513 8.273324 155.504714  
0.350000 0.561091 9.495934 183.166845  
0.360000 0.626591 10.521159 193.139035  
0.370000 0.637414 10.616963 185.971795  
0.380000 0.612057 10.033870 168.741816  
0.390000 0.634032 9.982696 166.193103  
0.400000 0.685757 10.787607 169.592781  
0.410000 0.714297 10.838740 168.639054  
0.420000 0.696887 10.292884 156.787899  
0.430000 0.821984 10.012314 174.976388  
0.440000 0.926466 11.782336 188.635592  
0.450000 1.093382 14.152164 213.218730  
0.460000 1.206737 15.104541 224.887244  
0.470000 1.222831 15.061438 218.239001  
0.480000 1.192546 15.189523 205.614158  
0.490000 1.228810 15.594587 202.615114  
0.500000 1.238337 15.400133 195.651597  
0.510000 1.235199 15.055795 187.153641  
0.520000 1.219937 14.497420 178.169315  
0.530000 1.182963 14.057527 166.636728  
0.540000 1.131225 13.520416 153.727579  
0.550000 1.076029 12.798372 141.212055  
0.560000 1.187601 12.810687 150.880869  
0.570000 1.276972 13.904425 156.412570  
0.580000 1.335696 14.496937 157.476387  
0.590000 1.376344 15.772863 157.516243  
0.600000 1.419088 16.433046 155.640821  
0.610000 1.451707 16.500054 154.749122  
0.620000 1.459002 16.108210 151.567437  
0.630000 1.461048 15.513406 146.042410  
0.640000 1.427611 14.418363 137.948246  
0.650000 1.349157 13.171857 127.334783  
