NGANo: csz032-A11923-EW 
Zeta: 0.050000 
Ds5-95: 145.620000 
Comments:  
Period, SD, SV, SA
0.010000 0.000173 0.010088 68.455063  
0.020000 0.000745 0.051485 74.094365  
0.030000 0.001648 0.124183 72.668727  
0.040000 0.003387 0.231934 82.856855  
0.050000 0.005530 0.267950 87.081718  
0.060000 0.008284 0.530284 90.433983  
0.070000 0.011325 0.508708 92.433315  
0.080000 0.016101 0.677111 100.376123  
0.090000 0.021830 1.157691 104.688979  
0.100000 0.028157 1.281864 109.178851  
0.110000 0.039460 1.727265 129.555571  
0.120000 0.049052 2.070571 132.621846  
0.130000 0.064468 2.325505 149.858536  
0.140000 0.071673 2.940056 143.189204  
0.150000 0.085629 3.206753 154.823265  
0.160000 0.099451 3.465129 157.638300  
0.170000 0.107773 3.510969 149.796952  
0.180000 0.132851 3.797866 161.828628  
0.190000 0.149086 4.281602 166.453348  
0.200000 0.154778 4.718056 155.004586  
0.210000 0.180842 4.533441 160.691417  
0.220000 0.228531 5.569854 189.736363  
0.230000 0.284318 6.641957 211.411064  
0.240000 0.287081 6.795326 196.899482  
0.250000 0.317058 7.303642 197.609357  
0.260000 0.375203 8.779792 223.527517  
0.270000 0.366329 8.372149 202.472070  
0.280000 0.355706 8.026304 178.918985  
0.290000 0.371879 8.094344 177.287323  
0.300000 0.391252 7.985018 171.754317  
0.310000 0.365009 7.311765 151.163881  
0.320000 0.421271 7.817014 164.454304  
0.330000 0.434877 7.943018 158.373694  
0.340000 0.429485 7.538117 149.202170  
0.350000 0.461119 7.857189 147.919293  
0.360000 0.486392 7.612971 148.165771  
0.370000 0.486639 7.815480 142.256471  
0.380000 0.523816 8.047826 142.748956  
0.390000 0.565264 8.870253 146.329231  
0.400000 0.557654 8.821094 137.747808  
0.410000 0.623330 9.024526 146.001981  
0.420000 0.635122 8.893681 143.189950  
0.430000 0.765160 10.704870 163.589111  
0.440000 0.841232 11.744101 172.310242  
0.450000 0.876362 11.985261 172.247334  
0.460000 0.877080 11.774076 164.347691  
0.470000 0.847985 11.252984 151.558693  
0.480000 0.897616 11.371074 153.780900  
0.490000 0.896937 11.681327 147.421362  
0.500000 0.911064 11.564978 144.958021  
0.510000 0.940360 10.686312 143.374226  
0.520000 0.895977 10.731341 131.948821  
0.530000 1.011886 12.270892 143.515317  
0.540000 1.130991 13.485600 154.479120  
0.550000 1.191841 13.853274 156.383696  
0.560000 1.311284 13.493474 166.632866  
0.570000 1.467310 14.722645 178.961218  
0.580000 1.602744 15.745507 188.120451  
0.590000 1.687122 16.307297 191.257230  
0.600000 1.708248 16.964142 187.706630  
0.610000 1.673914 17.163134 178.655444  
0.620000 1.608781 16.863329 166.109917  
0.630000 1.540878 15.806941 154.317902  
0.640000 1.484679 14.718963 144.345930  
0.650000 1.406726 14.017262 131.948448  
0.660000 1.358895 13.300123 124.011480  
0.670000 1.523181 13.604960 134.239597  
0.680000 1.649420 14.690273 141.968282  
0.690000 1.738993 15.370177 144.474100  
0.700000 1.788026 15.612501 144.804685  
0.710000 1.825917 15.768021 143.577993  
0.720000 1.859809 15.769625 142.260396  
0.730000 1.888145 15.804451 140.531757  
0.740000 1.910859 15.642295 138.322207  
0.750000 1.915450 15.452580 135.179695  
0.760000 1.910088 15.029680 131.120852  
0.770000 1.895609 14.671965 126.761949  
0.780000 1.890148 14.313588 123.501103  
0.790000 1.897259 14.094871 120.351383  
0.800000 1.878592 13.738565 116.857771  
0.810000 1.836520 13.258406 110.920911  
0.820000 1.755804 12.625908 103.881752  
0.830000 1.672420 11.849896 96.461710  
0.840000 1.745464 11.199754 97.934195  
0.850000 1.854006 11.859872 101.756399  
0.860000 1.954332 12.444021 104.590002  
0.870000 2.048362 12.970306 107.163406  
0.880000 2.138607 13.466640 109.524373  
0.890000 2.235238 13.942177 111.650064  
0.900000 2.329894 14.413125 113.940563  
0.910000 2.416700 14.757000 115.741574  
0.920000 2.498109 15.045825 116.902624  
0.930000 2.568705 15.180229 117.593233  
0.940000 2.622752 15.099216 117.607694  
0.950000 2.658650 14.937537 116.762553  
0.960000 2.676924 14.565213 115.138454  
0.970000 2.684454 14.115547 112.970487  
0.980000 2.686507 13.611071 110.662183  
0.990000 2.690908 13.532263 108.621443  
1.000000 2.703633 13.741520 106.968825  
1.010000 2.725442 14.054130 105.716276  
1.020000 2.751575 14.386905 104.662162  
1.030000 2.918399 14.654410 108.934253  
1.040000 3.134241 15.601596 114.746090  
1.050000 3.371217 16.736685 121.051701  
1.060000 3.617136 17.961835 127.442366  
1.070000 3.870043 19.169829 133.917066  
1.080000 4.115934 20.365083 139.728548  
1.090000 4.357524 21.462046 145.352570  
1.100000 4.579637 22.524701 150.077030  
1.110000 4.796130 23.476743 154.298280  
1.120000 4.984094 24.296504 157.608618  
1.130000 5.155550 25.055104 160.051692  
1.140000 5.301729 25.644557 161.805646  
1.150000 5.418966 26.088973 162.432598  
1.160000 5.520692 26.409127 162.719106  
1.170000 5.588013 26.649916 161.961631  
1.180000 5.650041 26.835898 160.936771  
1.190000 5.688436 27.011227 159.367200  
1.200000 5.736830 27.178641 158.017665  
1.210000 5.778602 27.346371 156.524710  
1.220000 5.839523 27.756815 155.621915  
1.230000 6.117013 28.944474 160.249417  
1.240000 6.447746 30.328093 166.212944  
1.250000 6.814949 31.849028 172.879749  
1.260000 7.203707 33.417683 179.863398  
1.270000 7.596053 34.926983 186.694867  
1.280000 8.100847 36.363461 195.949539  
