NGANo: csz030-A00692-EW 
Zeta: 0.050000 
Ds5-95: 50.800000 
Comments:  
Period, SD, SV, SA
0.010000 0.000090 0.005221 35.764800  
0.020000 0.000394 0.026846 38.487356  
0.030000 0.000829 0.056689 36.253479  
0.040000 0.001551 0.101687 38.068816  
0.050000 0.002939 0.154015 46.387302  
0.060000 0.004241 0.311652 45.337881  
0.070000 0.005444 0.301854 43.159126  
0.080000 0.008555 0.377383 53.857755  
0.090000 0.010728 0.547155 51.321198  
0.100000 0.012147 0.593761 47.370575  
0.110000 0.018747 0.742767 60.282182  
0.120000 0.020996 0.845159 56.409954  
0.130000 0.024307 1.120129 56.806778  
0.140000 0.029404 1.050458 58.257488  
0.150000 0.043721 1.494464 78.513642  
0.160000 0.047677 1.687495 74.095267  
0.170000 0.053204 1.526535 72.852203  
0.180000 0.065888 1.540449 81.568646  
0.190000 0.088319 2.069248 96.345327  
0.200000 0.104793 2.642535 103.256064  
0.210000 0.098073 2.450744 86.576439  
0.220000 0.100367 2.506756 83.246148  
0.230000 0.102185 2.501332 77.130301  
0.240000 0.118765 2.884959 81.248416  
0.250000 0.112561 2.667481 71.485589  
0.260000 0.128935 2.864578 74.880011  
0.270000 0.141812 2.951669 76.063878  
0.280000 0.176448 3.743670 88.934565  
0.290000 0.205927 4.333259 96.262538  
0.300000 0.220778 4.554976 95.977491  
0.310000 0.206467 4.187429 84.477406  
0.320000 0.210679 3.730080 82.085088  
0.330000 0.211330 3.587690 76.942124  
0.340000 0.225396 3.584625 76.734057  
0.350000 0.242716 3.878892 78.714740  
0.360000 0.269720 4.339669 81.949550  
0.370000 0.280313 4.402678 81.417373  
0.380000 0.263074 4.045219 72.663423  
0.390000 0.273850 4.564489 71.657987  
0.400000 0.325823 4.802669 81.300785  
0.410000 0.409394 5.962226 96.420974  
0.420000 0.481765 7.013921 108.160490  
0.430000 0.538921 7.835226 116.158719  
0.440000 0.579844 8.267232 118.341924  
0.450000 0.593220 8.395824 116.008054  
0.460000 0.577211 8.075458 108.699424  
0.470000 0.550957 7.539340 98.762665  
0.480000 0.550588 7.342804 94.288386  
0.490000 0.566125 7.416774 93.883533  
0.500000 0.580340 7.308186 91.928621  
0.510000 0.585250 7.174574 89.527372  
0.520000 0.568860 7.031588 82.864699  
0.530000 0.515912 6.484883 73.442871  
0.540000 0.445963 5.747378 60.403976  
0.550000 0.411230 5.298671 53.859585  
0.560000 0.427641 5.012577 53.942160  
0.570000 0.458482 5.145602 56.203343  
0.580000 0.481330 5.365310 56.782279  
0.590000 0.492557 5.557487 56.127365  
0.600000 0.539324 5.657236 59.591277  
0.610000 0.564815 5.662885 60.519049  
0.620000 0.561258 5.655750 57.914599  
0.630000 0.562739 5.748882 56.012833  
0.640000 0.591855 6.016139 57.611638  
0.650000 0.629212 6.374404 59.042680  
0.660000 0.657887 6.490353 59.843456  
0.670000 0.675379 6.430929 59.876026  
0.680000 0.682782 6.492654 58.799276  
0.690000 0.719755 6.681023 59.979746  
0.700000 0.745407 6.654040 60.313934  
0.710000 0.755434 6.472976 59.329367  
0.720000 0.750583 6.171263 57.258928  
0.730000 0.731846 6.013159 54.318808  
0.740000 0.710686 6.172074 51.510940  
0.750000 0.719830 6.349424 50.835169  
0.760000 0.733052 6.540062 50.366536  
0.770000 0.751839 6.796626 50.257122  
0.780000 0.768378 7.060280 50.077274  
0.790000 0.786401 7.213974 50.132820  
0.800000 0.808225 7.210401 50.229367  
0.810000 0.808710 6.952594 49.028563  
0.820000 0.790909 6.943334 46.904076  
0.830000 0.851613 7.077918 48.999680  
0.840000 0.907432 7.004610 50.963595  
0.850000 0.940582 7.058985 51.541682  
0.860000 0.947752 7.256103 50.798927  
0.870000 0.932607 7.156829 48.920987  
0.880000 0.924042 7.189719 47.414049  
0.890000 0.921943 7.217611 46.116323  
0.900000 0.915396 7.164037 44.815511  
0.910000 0.905350 6.937827 43.285455  
0.920000 0.938142 6.623582 44.037823  
0.930000 0.963736 6.302489 44.174617  
0.940000 0.973672 6.278255 43.797770  
0.950000 0.975881 6.172503 42.904197  
0.960000 0.968695 6.049461 41.658452  
0.970000 0.961662 5.937893 40.525972  
0.980000 0.963796 5.897994 39.815109  
0.990000 0.980186 5.940404 39.672574  
1.000000 1.010655 6.062598 40.090713  
1.010000 1.051023 6.236482 40.897819  
1.020000 1.096454 6.427779 41.879167  
1.030000 1.145268 6.630191 42.874304  
1.040000 1.193611 6.828963 43.802329  
1.050000 1.240511 7.005744 44.633020  
1.060000 1.285216 7.155632 45.406578  
1.070000 1.330186 7.317494 46.169342  
1.080000 1.372949 7.438033 46.741467  
1.090000 1.409077 7.506856 47.064190  
1.100000 1.439964 7.559897 47.299452  
1.110000 1.468182 7.572667 47.331419  
1.120000 1.490408 7.544271 47.169220  
1.130000 1.510730 7.498161 47.009825  
1.140000 1.532520 7.458790 46.832801  
1.150000 1.550346 7.524299 46.539021  
1.160000 1.566607 7.670522 46.232958  
1.170000 1.581120 7.817195 45.850759  
1.180000 1.589001 7.945943 45.292613  
1.190000 1.597541 8.072166 44.760662  
1.200000 1.598025 8.163304 44.021728  
