NGANo: csz002_sd10-A11923-EW 
Zeta: 0.050000 
Ds5-95: 129.140000 
Comments:  
Period, SD, SV, SA
0.010000 0.000209 0.008480 82.820275  
0.020000 0.000788 0.037648 77.960380  
0.030000 0.002014 0.121805 86.995943  
0.040000 0.003126 0.169462 76.913455  
0.050000 0.005894 0.270205 92.008042  
0.060000 0.008160 0.357304 89.062557  
0.070000 0.011597 0.492539 94.345611  
0.080000 0.015389 0.659840 94.101088  
0.090000 0.019697 0.751938 94.986632  
0.100000 0.025385 1.250888 99.326094  
0.110000 0.037593 1.774690 123.320037  
0.120000 0.054993 1.801317 148.909055  
0.130000 0.060794 2.211281 145.688630  
0.140000 0.059105 1.991946 119.522793  
0.150000 0.080672 2.484831 144.446146  
0.160000 0.090704 2.542373 140.139036  
0.170000 0.118468 3.138331 165.383612  
0.180000 0.117013 3.145645 145.940592  
0.190000 0.113489 3.175469 125.315435  
0.200000 0.129109 3.395240 127.289056  
0.210000 0.180625 3.946445 161.980544  
0.220000 0.212153 4.727973 174.511283  
0.230000 0.266247 5.968806 197.330069  
0.240000 0.284132 6.644403 192.569560  
0.250000 0.291133 7.316094 183.220587  
0.260000 0.329925 7.620753 191.703918  
0.270000 0.315583 7.545116 170.725783  
0.280000 0.338284 7.319339 171.526155  
0.290000 0.344354 7.139830 163.933969  
0.300000 0.357379 6.481331 157.891476  
0.310000 0.411639 6.947995 169.139837  
0.320000 0.430519 7.628113 168.390771  
0.330000 0.442173 8.004023 161.571098  
0.340000 0.434730 7.962117 150.203531  
0.350000 0.479571 8.544417 154.851619  
0.360000 0.530418 8.920353 164.213925  
0.370000 0.526232 8.389398 154.493193  
0.380000 0.521125 8.044204 143.242078  
0.390000 0.508673 7.518370 131.705694  
0.400000 0.506437 7.541560 125.998655  
0.410000 0.587033 8.405474 138.457135  
0.420000 0.684374 9.806566 153.749294  
0.430000 0.786133 11.296705 169.883938  
0.440000 0.884810 12.393628 181.893017  
0.450000 0.956689 13.123718 187.614620  
0.460000 0.989747 13.181478 185.301278  
0.470000 0.991553 12.748326 177.162072  
0.480000 0.970133 12.090620 166.651503  
0.490000 1.017464 11.630566 168.689612  
0.500000 1.072230 12.076414 170.051109  
0.510000 1.095849 12.365014 166.772963  
0.520000 1.100789 12.385465 161.007124  
0.530000 1.059356 11.882716 149.089274  
0.540000 1.025899 11.340798 139.813512  
0.550000 1.012368 11.187627 131.983457  
0.560000 0.982391 10.698573 124.546266  
0.570000 0.999719 10.569000 121.405340  
0.580000 1.007250 10.527254 118.148104  
0.590000 1.018092 11.107799 116.288710  
0.600000 1.141385 11.917100 125.728079  
0.610000 1.256861 12.525181 133.501058  
0.620000 1.350020 12.728841 139.838597  
0.630000 1.443666 12.864141 143.897854  
0.640000 1.508794 13.419122 146.567792  
0.650000 1.543518 13.795653 144.373512  
0.660000 1.525166 13.760050 139.444951  
