NGANo: csz004-A11923-EW 
Zeta: 0.050000 
Ds5-95: 89.580000 
Comments:  
Period, SD, SV, SA
0.010000 0.000253 0.008799 99.964505  
0.020000 0.001013 0.033648 100.087617  
0.030000 0.002366 0.078924 104.167934  
0.040000 0.004038 0.148848 99.926464  
0.050000 0.006328 0.156175 100.289165  
0.060000 0.009429 0.227725 104.016974  
0.070000 0.012677 0.288687 102.098292  
0.080000 0.016930 0.411458 104.530763  
0.090000 0.022091 0.473948 107.596656  
0.100000 0.027318 0.836578 107.635233  
0.110000 0.036514 1.117734 120.408126  
0.120000 0.040171 1.240044 109.970040  
0.130000 0.045306 1.526334 105.370829  
0.140000 0.060133 1.615798 122.214527  
0.150000 0.065997 1.989545 116.671940  
0.160000 0.080322 1.920189 123.746451  
0.170000 0.098241 2.647568 134.175645  
0.180000 0.115530 2.923704 141.632375  
0.190000 0.129400 2.958794 141.074311  
0.200000 0.145398 2.699112 145.083948  
0.210000 0.143832 3.242931 130.003838  
0.220000 0.172425 4.252607 140.982610  
0.230000 0.183820 4.647533 138.159020  
0.240000 0.174245 3.996838 119.902424  
0.250000 0.197848 3.838497 125.454134  
0.260000 0.229428 3.976141 133.799046  
0.270000 0.258884 3.993939 141.493730  
0.280000 0.266872 4.495303 135.511104  
0.290000 0.301243 5.669622 141.673581  
0.300000 0.368098 6.411866 162.502553  
0.310000 0.445255 6.383406 182.859805  
0.320000 0.496860 7.048778 192.101997  
0.330000 0.591741 8.027470 215.285725  
0.340000 0.687724 9.342173 236.321857  
0.350000 0.687540 9.940714 223.237759  
0.360000 0.651423 9.241578 199.424252  
0.370000 0.654662 8.315813 188.258654  
0.380000 0.635441 9.808137 174.621474  
0.390000 0.670445 10.269059 174.492925  
0.400000 0.694997 10.360699 172.561519  
0.410000 0.740970 10.593695 174.924336  
0.420000 0.785141 10.891119 176.949601  
0.430000 0.795603 10.908171 169.199645  
0.440000 0.768588 10.512441 158.398443  
0.450000 0.808238 10.229959 158.530410  
0.460000 0.871990 10.443667 162.943347  
0.470000 0.972306 10.746933 174.725583  
0.480000 1.078333 10.863018 184.734060  
0.490000 1.174886 10.994730 193.875539  
0.500000 1.252395 11.084068 198.819524  
0.510000 1.302604 10.991960 198.068827  
0.520000 1.310883 10.619577 191.565256  
0.530000 1.287869 10.307227 181.679917  
0.540000 1.283548 10.830123 174.702125  
0.550000 1.343958 10.952494 176.509888  
0.560000 1.434213 11.280766 180.470202  
0.570000 1.472858 11.949692 179.554947  
0.580000 1.444496 11.879907 170.483240  
0.590000 1.381493 11.201551 156.710545  
0.600000 1.318869 10.528950 144.884065  
0.610000 1.372664 11.039251 145.686093  
0.620000 1.488561 11.469605 153.091644  
0.630000 1.575788 12.399682 157.298398  
0.640000 1.620614 12.729592 156.986880  
0.650000 1.616162 12.492093 151.614982  
0.660000 1.586206 11.893208 143.870391  
0.670000 1.674340 11.887604 147.752001  
0.680000 1.760287 11.527860 150.352793  
0.690000 1.838660 11.375789 152.952090  
0.700000 1.921604 11.123736 154.930555  
0.710000 1.999140 11.413382 157.013221  
0.720000 2.069794 11.808612 157.904243  
