NGANo: csz028-A00692-EW 
Zeta: 0.050000 
Ds5-95: 92.700000 
Comments:  
Period, SD, SV, SA
0.010000 0.000137 0.012336 53.926115  
0.020000 0.000553 0.043137 54.446813  
0.030000 0.001321 0.113131 57.929831  
0.040000 0.002455 0.180489 60.731909  
0.050000 0.003966 0.234209 61.989369  
0.060000 0.005800 0.376779 62.883464  
0.070000 0.007701 0.420866 62.590830  
0.080000 0.011941 0.653435 73.802561  
0.090000 0.015971 0.779617 77.459026  
0.100000 0.022986 1.049665 90.859926  
0.110000 0.028219 1.287476 94.249902  
0.120000 0.033251 1.524448 91.505866  
0.130000 0.046147 2.070486 108.805435  
0.140000 0.061362 2.332987 123.589488  
0.150000 0.074374 2.662809 133.458366  
0.160000 0.077494 2.745089 119.615856  
0.170000 0.089496 2.998355 125.661771  
0.180000 0.096278 2.827440 117.287756  
0.190000 0.119097 3.218624 131.155832  
0.200000 0.143115 3.742978 140.290491  
0.210000 0.151443 3.745014 137.026855  
0.220000 0.172400 4.167184 143.332918  
0.230000 0.211400 5.229550 157.820303  
0.240000 0.239791 5.657736 162.503390  
0.250000 0.304897 6.578730 193.593403  
0.260000 0.320033 6.816576 185.354677  
0.270000 0.334482 6.676539 182.171806  
0.280000 0.375928 7.576843 193.102190  
0.290000 0.405554 7.767007 191.195639  
0.300000 0.405670 7.844441 179.197637  
0.310000 0.400520 7.372740 164.624213  
0.320000 0.402289 7.194761 156.746721  
0.330000 0.421568 7.500594 155.554948  
0.340000 0.495587 8.762684 168.511258  
0.350000 0.559670 9.753224 180.647492  
0.360000 0.601923 9.862589 184.115684  
0.370000 0.610947 9.745736 177.166650  
0.380000 0.600214 9.179034 164.305444  
0.390000 0.702189 10.559139 181.824936  
0.400000 0.755977 11.235594 186.690242  
0.410000 0.758826 11.289253 180.862663  
0.420000 0.742437 11.035592 166.931418  
0.430000 0.708209 10.635524 152.032472  
0.440000 0.721934 11.199262 148.853300  
0.450000 0.745989 11.698990 146.050169  
0.460000 0.769552 12.059578 144.898123  
0.470000 0.728478 10.875976 132.203781  
0.480000 0.743877 8.887531 127.872829  
0.490000 0.755178 9.472114 125.581968  
0.500000 0.778142 9.945038 122.582997  
0.510000 0.819974 10.564771 125.474553  
0.520000 0.897480 11.338309 131.979936  
0.530000 1.015709 12.407990 142.608905  
0.540000 1.107995 13.057785 151.106042  
0.550000 1.175902 13.253386 154.572653  
0.560000 1.223090 13.716139 154.646429  
0.570000 1.254474 13.727534 153.185196  
0.580000 1.232450 13.480569 145.829940  
0.590000 1.184432 12.971523 135.630083  
0.600000 1.146285 12.505997 125.960354  
0.610000 1.122512 11.849257 119.487626  
0.620000 1.132826 11.996650 117.283135  
0.630000 1.145074 12.354777 114.540424  
0.640000 1.112797 12.255038 107.696872  
0.650000 1.076655 11.889534 100.965760  
0.660000 1.084653 11.896894 99.064041  
0.670000 1.151780 12.493953 101.991346  
0.680000 1.248410 13.371547 107.472410  
0.690000 1.374559 14.209153 114.095999  
0.700000 1.465327 14.501131 118.766584  
0.710000 1.530558 14.330380 120.522792  
0.720000 1.594906 14.009877 121.973789  
0.730000 1.672947 14.640825 124.767696  
0.740000 1.763387 15.058165 127.379273  
0.750000 1.821196 15.353620 128.448691  
0.760000 1.829980 15.171346 125.934188  
0.770000 1.791452 15.165414 120.240640  
0.780000 1.708745 14.589988 111.684557  
0.790000 1.575107 13.578366 100.135612  
0.800000 1.529424 12.739006 94.770262  
0.810000 1.501382 12.211767 90.907920  
0.820000 1.476571 11.671941 87.620615  
0.830000 1.450649 11.308707 83.712125  
0.840000 1.451969 11.481456 81.667285  
0.850000 1.503228 11.810326 82.571078  
0.860000 1.504536 12.538184 80.936870  
0.870000 1.467859 12.804390 77.206159  
0.880000 1.419272 12.868022 72.676667  
0.890000 1.429408 12.805029 71.566442  
0.900000 1.459776 12.702470 71.627203  
0.910000 1.488782 12.597829 71.447656  
0.920000 1.500956 12.471221 70.332780  
0.930000 1.491621 12.316540 68.628898  
0.940000 1.495043 11.987812 67.089521  
0.950000 1.511130 11.476297 66.672693  
0.960000 1.512981 10.801176 65.161590  
0.970000 1.496879 10.744948 63.405599  
0.980000 1.500158 11.027809 62.004490  
0.990000 1.510629 11.272481 61.242423  
1.000000 1.517891 11.487425 60.213895  
