NGANo: csz010-A11923-NS 
Zeta: 0.050000 
Ds5-95: 156.140000 
Comments:  
Period, SD, SV, SA
0.010000 0.000271 0.010083 107.076382  
0.020000 0.001050 0.048152 103.942778  
0.030000 0.002670 0.123871 117.964979  
0.040000 0.004284 0.205867 105.461612  
0.050000 0.007005 0.245295 109.864951  
0.060000 0.009146 0.398831 100.250269  
0.070000 0.012689 0.497678 102.669470  
0.080000 0.018649 0.648461 115.012116  
0.090000 0.026779 1.012727 132.566690  
0.100000 0.034848 1.354621 136.605416  
0.110000 0.054955 1.707249 180.823126  
0.120000 0.063457 1.845259 172.202483  
0.130000 0.086161 2.719540 197.902075  
0.140000 0.109296 3.155559 216.637007  
0.150000 0.108880 2.930633 193.369536  
0.160000 0.121313 3.492342 184.740285  
0.170000 0.137609 3.763470 187.042313  
0.180000 0.163233 4.995868 203.541686  
0.190000 0.163131 5.000518 179.705858  
0.200000 0.166246 4.314197 166.562814  
0.210000 0.196841 4.733703 177.895091  
0.220000 0.187486 4.732513 154.226912  
0.230000 0.204391 4.844477 152.449898  
0.240000 0.253571 5.578915 175.703017  
0.250000 0.299177 7.037764 190.921665  
0.260000 0.335150 7.254317 194.392351  
0.270000 0.403745 8.699753 219.456980  
0.280000 0.410761 8.724571 205.905086  
0.290000 0.400556 7.582959 188.474000  
0.300000 0.409648 7.985151 179.385009  
0.310000 0.442959 8.269359 184.351170  
0.320000 0.474642 8.868125 182.736171  
0.330000 0.492437 8.692012 180.289353  
0.340000 0.496460 8.894316 168.954534  
0.350000 0.495812 8.933980 162.669637  
0.360000 0.479728 8.644834 145.396995  
0.370000 0.524468 7.644179 151.299866  
0.380000 0.560501 8.241596 152.828113  
0.390000 0.586375 8.047860 153.783595  
0.400000 0.634017 8.571853 157.180832  
0.410000 0.730276 10.134328 171.972379  
0.420000 0.825042 11.372704 185.608096  
0.430000 0.889726 12.105290 191.529522  
0.440000 0.892082 11.909997 183.794974  
0.450000 0.844726 10.697492 166.148239  
0.460000 0.856182 9.994371 161.181441  
0.470000 0.991112 10.417457 178.659607  
0.480000 1.191078 12.480341 204.335166  
0.490000 1.364272 14.145634 224.681413  
0.500000 1.512332 15.551387 241.179999  
0.510000 1.676158 17.008786 255.614603  
0.520000 1.822953 18.436689 266.680792  
0.530000 1.910629 19.369747 268.895395  
0.540000 1.913558 19.239724 259.318337  
0.550000 1.841142 18.278889 240.090559  
0.560000 1.729670 16.538565 219.282856  
