NGANo: csz002_sd10-A11923-NS 
Zeta: 0.050000 
Ds5-95: 86.900000 
Comments:  
Period, SD, SV, SA
0.010000 0.000315 0.012825 124.538121  
0.020000 0.001272 0.047101 125.379705  
0.030000 0.002843 0.094502 124.736928  
0.040000 0.005105 0.147131 125.875816  
0.050000 0.007995 0.246429 126.192518  
0.060000 0.011440 0.433240 125.459087  
0.070000 0.015757 0.450536 126.896626  
0.080000 0.020795 0.600456 128.319365  
0.090000 0.026162 0.944886 127.686285  
0.100000 0.033493 0.988516 131.946203  
0.110000 0.039351 1.734223 128.662712  
0.120000 0.046436 1.709969 127.459944  
0.130000 0.056180 1.891288 131.582782  
0.140000 0.067486 2.167737 135.808267  
0.150000 0.076896 2.304911 135.342343  
0.160000 0.092332 2.513883 142.653370  
0.170000 0.108244 3.096034 147.403261  
0.180000 0.118862 3.537798 143.405478  
0.190000 0.136662 4.214328 150.010668  
0.200000 0.152498 4.474439 150.230728  
0.210000 0.217536 4.953585 193.825281  
0.220000 0.267861 6.264734 217.716609  
0.230000 0.241452 5.630293 179.615267  
0.240000 0.246667 6.171255 167.972401  
0.250000 0.265378 6.664761 171.171234  
0.260000 0.308367 6.448361 178.180518  
0.270000 0.332077 7.020515 183.178198  
0.280000 0.359491 6.898159 184.007895  
0.290000 0.389897 7.298147 183.796033  
0.300000 0.432895 7.913042 190.591236  
0.310000 0.450113 8.160955 187.684877  
0.320000 0.417023 7.307481 160.762245  
0.330000 0.430615 6.898470 157.941255  
0.340000 0.471069 7.073095 161.291684  
0.350000 0.530164 7.562351 171.121275  
0.360000 0.577241 8.914031 176.185313  
0.370000 0.665899 10.966390 192.377014  
0.380000 0.745584 12.311148 204.677659  
0.390000 0.773336 12.525414 202.581973  
0.400000 0.833229 12.749081 206.740441  
0.410000 0.879523 13.324123 206.476686  
0.420000 0.932145 13.699221 210.815233  
0.430000 0.956798 13.705490 205.198192  
0.440000 0.888175 12.216471 180.731276  
0.450000 0.851219 11.410032 165.446909  
0.460000 0.831296 10.991802 156.626165  
0.470000 0.836977 10.639109 149.171205  
0.480000 0.839009 10.322773 144.249733  
0.490000 0.851408 10.590598 140.116250  
0.500000 0.894094 10.891580 141.390292  
0.510000 0.980631 11.503713 149.848954  
0.520000 1.063909 12.335773 156.022346  
0.530000 1.117997 12.809834 157.886638  
0.540000 1.159546 13.151737 157.442594  
0.550000 1.254098 14.699624 163.898592  
0.560000 1.331716 15.691555 168.143796  
0.570000 1.397789 15.786998 169.981065  
0.580000 1.460924 15.112544 171.855107  
0.590000 1.529346 14.165735 173.724178  
0.600000 1.590176 13.312832 174.774392  
0.610000 1.636713 13.106130 173.800720  
0.620000 1.670389 13.502668 171.840969  
0.630000 1.703858 14.409183 169.942741  
0.640000 1.749875 15.894960 169.058477  
0.650000 1.813149 16.787106 169.861921  
0.660000 1.896405 16.932829 172.328584  
0.670000 1.989561 16.468536 175.331992  
0.680000 2.077222 16.319864 177.517491  
0.690000 2.149311 15.497457 178.344875  
0.700000 2.211438 14.231278 178.363497  
