NGANo: csz025-A11923-NS 
Zeta: 0.050000 
Ds5-95: 100.400000 
Comments:  
Period, SD, SV, SA
0.010000 0.000268 0.008045 105.891173  
0.020000 0.001133 0.041066 112.339946  
0.030000 0.002458 0.081431 107.724346  
0.040000 0.004470 0.138667 110.961571  
0.050000 0.007378 0.195258 116.464727  
0.060000 0.009664 0.263124 106.226621  
0.070000 0.013806 0.353530 111.558355  
0.080000 0.020010 0.490603 123.393687  
0.090000 0.025497 0.775365 125.091776  
0.100000 0.030758 0.871018 121.259208  
0.110000 0.049251 1.365991 160.862270  
0.120000 0.051879 1.311708 142.164029  
0.130000 0.056152 1.477901 132.951962  
0.140000 0.065064 1.613543 130.588731  
0.150000 0.083247 1.552203 145.278798  
0.160000 0.110966 2.285282 172.471357  
0.170000 0.121810 3.084158 167.473943  
0.180000 0.140418 3.372074 171.907856  
0.190000 0.170601 3.801908 187.030776  
0.200000 0.151514 3.525379 148.067825  
0.210000 0.147536 3.254208 131.143447  
0.220000 0.166195 3.576857 137.278818  
0.230000 0.218969 4.094414 164.619984  
0.240000 0.256951 4.641773 178.445463  
0.250000 0.273373 5.010355 175.163855  
0.260000 0.304029 5.103402 179.141158  
0.270000 0.356400 5.081937 193.060012  
0.280000 0.372835 5.773341 188.204765  
0.290000 0.383497 6.610775 182.129027  
0.300000 0.420719 7.317163 185.985241  
0.310000 0.433212 7.406913 177.579978  
0.320000 0.429746 7.105135 167.788660  
0.330000 0.428733 6.508377 155.159319  
0.340000 0.446933 7.622858 152.233894  
0.350000 0.491469 8.408128 159.053283  
0.360000 0.546637 8.884981 168.169508  
0.370000 0.616849 9.808332 178.481767  
0.380000 0.641732 10.062078 174.849154  
0.390000 0.653432 9.741777 170.895880  
0.400000 0.666201 8.895542 164.998621  
0.410000 0.726711 8.833672 171.536047  
0.420000 0.788665 9.346048 177.336982  
0.430000 0.870528 9.903930 185.767419  
0.440000 0.911414 9.926668 185.483489  
0.450000 0.897641 9.251498 176.723018  
0.460000 0.901234 8.161014 167.912879  
0.470000 0.904153 7.918455 162.829346  
0.480000 0.940464 9.013186 161.382171  
0.490000 1.059096 9.975454 175.175908  
0.500000 1.150946 10.461785 181.773941  
0.510000 1.236938 11.188125 189.133957  
0.520000 1.333495 12.444739 194.598255  
0.530000 1.399033 13.428265 197.081321  
0.540000 1.400014 13.575906 190.137673  
0.550000 1.434638 12.732924 187.538792  
0.560000 1.502152 13.300140 189.030630  
0.570000 1.533628 13.823738 186.334293  
0.580000 1.595325 14.027371 187.117643  
0.590000 1.690384 13.785075 191.852255  
0.600000 1.751115 13.696706 192.618296  
0.610000 1.773259 13.470761 189.337819  
0.620000 1.770261 13.269918 182.963722  
0.630000 1.754916 12.958707 174.734919  
0.640000 1.727029 12.591456 167.160559  
0.650000 1.736788 12.736122 162.866037  
0.660000 1.823730 13.148480 166.138083  
0.670000 1.872177 13.183361 165.619493  
0.680000 1.895838 13.078620 162.205614  
0.690000 1.894442 12.873419 157.750049  
0.700000 1.881003 12.559411 152.118293  
0.710000 1.862078 12.244700 146.727900  
0.720000 1.871860 12.254639 143.138768  
0.730000 1.998159 12.779166 148.940703  
0.740000 2.100018 13.436067 152.042334  
0.750000 2.166645 13.900800 152.246436  
0.760000 2.207263 14.048514 151.441914  
0.770000 2.257416 14.284746 150.719188  
0.780000 2.340981 14.747187 152.514193  
0.790000 2.456315 15.425229 155.673736  
0.800000 2.573839 16.171842 159.332450  
0.810000 2.669890 16.709885 161.353576  
0.820000 2.750602 16.971366 161.920792  
0.830000 2.874836 17.361764 165.386916  
0.840000 3.063101 18.656611 171.859841  
0.850000 3.261183 19.876479 178.534330  
0.860000 3.470399 21.221774 185.843377  
0.870000 3.694730 22.590502 193.395217  
0.880000 3.942515 23.961070 201.494719  
0.890000 4.200695 25.412611 210.322938  
0.900000 4.585684 26.996739 224.467369  
0.910000 5.039029 28.648876 240.841564  
0.920000 5.509903 31.278851 257.939566  
0.930000 5.991514 34.073823 274.710323  
0.940000 6.469445 36.869380 290.503834  
0.950000 6.922266 39.459065 304.372477  
0.960000 7.324843 41.663387 315.327195  
0.970000 7.651294 43.304786 322.488843  
0.980000 7.878450 44.214142 325.154487  
0.990000 7.990158 44.270972 322.952774  
1.000000 7.980209 43.664943 316.311458  
1.010000 7.864123 42.560272 305.812119  
1.020000 7.654238 41.706127 291.696520  
1.030000 7.392539 40.246706 276.232529  
1.040000 7.170220 38.321980 262.934820  
1.050000 6.890683 36.235844 248.031558  
1.060000 6.590177 34.257726 232.457247  
1.070000 6.292897 32.499158 218.044608  
1.080000 6.012856 31.020150 204.361113  
1.090000 6.017666 29.790451 200.779081  
1.100000 6.205829 30.357592 203.297994  
1.110000 6.316854 30.883890 203.230901  
1.120000 6.366765 31.012020 201.233436  
1.130000 6.379420 30.854463 198.133455  
1.140000 6.400115 30.708612 195.179923  
1.150000 6.429753 30.557764 192.768074  
1.160000 6.486634 30.627011 191.058093  
1.170000 6.567091 30.786663 190.208085  
1.180000 6.668043 31.010532 189.817450  
1.190000 6.791203 31.429992 190.143664  
1.200000 6.946047 31.986452 191.211066  
1.210000 7.135673 32.681592 193.242855  
1.220000 7.348732 33.590621 195.732830  
1.230000 7.571856 34.429044 198.444566  
1.240000 7.756228 35.159723 200.032376  
1.250000 7.866909 35.646965 199.666092  
1.260000 7.872983 35.684070 196.669962  
1.270000 7.754592 35.107953 190.681525  
1.280000 7.507875 33.920282 181.737294  
1.290000 7.654607 33.880776 182.295997  
1.300000 7.718270 34.385935 181.013667  
1.310000 7.682306 34.625186 177.433863  
1.320000 7.608286 34.645438 173.256396  
1.330000 7.711217 34.474083 172.814291  
1.340000 7.813108 34.525930 172.536369  
1.350000 7.907852 34.594747 172.035204  
1.360000 7.977196 34.644128 171.051866  
1.370000 8.041291 34.641480 169.860954  
1.380000 8.086487 34.551604 168.405675  
1.390000 8.130970 34.436003 166.811501  
1.400000 8.161816 34.379667 165.121670  
1.410000 8.195314 34.345336 163.367857  
1.420000 8.258490 35.378645 162.476908  
1.430000 8.699336 36.883179 168.850147  
1.440000 9.132631 38.204620 174.711303  
1.450000 9.522854 39.407968 179.798624  
1.460000 9.884834 40.440087 183.986685  
1.470000 10.198412 41.571996 187.160890  
1.480000 10.485779 42.812373 189.990015  
1.490000 10.778204 44.028256 192.581108  
1.500000 11.073758 45.252601 195.350776  
1.510000 11.418465 46.674902 198.693953  
1.520000 11.784980 48.188514 202.342895  
1.530000 12.186395 49.881856 206.618564  
1.540000 12.599045 51.591159 210.753195  
1.550000 12.994010 53.320819 214.664399  
1.560000 13.373798 54.881515 218.185687  
1.570000 13.721519 56.394646 220.934847  
1.580000 14.030493 57.763986 222.970629  
1.590000 14.343122 59.071488 225.145106  
1.600000 14.754898 60.314831 228.637522  
1.610000 15.162167 61.570589 232.085600  
1.620000 15.576285 62.793296 235.655897  
1.630000 15.994042 63.882833 238.926700  
1.640000 16.383136 64.794755 241.682808  
1.650000 16.721342 65.466132 243.649519  
1.660000 16.983281 65.701480 244.484799  
1.670000 17.145719 65.413138 243.882335  
1.680000 17.192267 64.621735 241.655123  
1.690000 17.131876 64.624984 238.059078  
1.700000 17.235342 64.302922 236.672376  
1.710000 17.242826 63.596570 233.984170  
1.720000 17.171722 62.780307 230.266740  
1.730000 17.043958 62.089373 225.844998  
1.740000 16.882380 61.224685 221.188362  
1.750000 16.710823 60.308729 216.609947  
1.760000 16.566805 59.483013 212.171027  
1.770000 16.435303 58.719787 208.137331  
1.780000 16.330968 58.051069 204.585996  
1.790000 16.253059 57.457754 201.174188  
1.800000 16.171095 56.834660 198.182661  
1.810000 16.102360 56.183442 195.027362  
1.820000 16.004445 55.335059 191.735204  
1.830000 15.873218 54.567749 188.199610  
1.840000 15.713918 54.081157 184.149178  
1.850000 15.502095 53.402501 179.830959  
1.860000 15.255507 52.648503 175.065053  
1.870000 14.974475 51.683193 169.933404  
1.880000 14.655453 50.675195 164.690087  
1.890000 14.331015 49.522139 159.172504  
1.900000 14.548174 48.323901 159.690798  
1.910000 14.811844 47.108701 160.928004  
1.920000 15.083026 45.856550 162.216205  
1.930000 15.366995 44.626688 163.543980  
1.940000 15.659146 43.455816 164.898651  
1.950000 15.956315 42.313283 166.267302  
1.960000 16.257364 41.694129 167.705949  
1.970000 16.561207 42.401185 169.173741  
1.980000 16.872628 43.097931 170.627833  
1.990000 17.191388 43.819788 172.059089  
2.000000 17.510865 44.551927 173.458927  
2.010000 17.830094 45.385904 174.907951  
2.020000 18.159200 47.027276 176.353824  
2.030000 18.489707 48.757557 177.746140  
2.040000 18.817349 50.563560 179.106777  
2.050000 19.156697 52.445451 180.508431  
2.060000 19.490934 54.351018 181.829067  
2.070000 19.831049 56.249829 183.209094  
2.080000 20.168337 58.184524 184.502617  
2.090000 20.508360 60.121725 186.184351  
2.100000 21.073441 62.071864 189.531395  
2.110000 21.861637 64.044735 194.830974  
2.120000 22.639305 65.970459 199.762174  
2.130000 23.390273 67.872361 204.589655  
2.140000 24.123717 69.658522 208.924051  
2.150000 24.822530 71.351740 213.093771  
2.160000 25.487926 72.901745 216.744285  
2.170000 26.122335 74.317980 220.105903  
2.180000 26.705064 75.544515 223.020762  
2.190000 27.260739 76.630429 225.462119  
2.200000 27.768445 77.524440 227.628310  
2.210000 28.220356 78.242002 229.317365  
2.220000 28.639760 78.803157 230.514160  
2.230000 29.004781 79.180581 231.454754  
2.240000 29.307235 79.431649 231.874752  
2.250000 29.571758 79.568053 231.781894  
2.260000 29.777933 79.601436 231.418012  
2.270000 29.919428 79.520030 230.522206  
2.280000 30.016345 79.318054 229.148214  
2.290000 30.059412 78.955204 227.506079  
2.300000 30.037934 78.503588 225.412803  
2.310000 30.017603 78.687797 223.166583  
2.320000 30.381425 78.769473 224.012011  
2.330000 30.747549 78.709996 224.729964  
2.340000 31.091504 78.504737 225.334515  
2.350000 31.441961 78.419026 225.964078  
2.360000 31.779235 79.176935 226.424565  
2.370000 32.101631 79.891952 226.867570  
2.380000 32.434369 80.566109 227.268014  
2.390000 32.747278 81.201768 227.520082  
2.400000 33.061594 81.830394 227.844842  
2.410000 33.374433 82.471154 228.074669  
2.420000 33.669637 83.080406 228.204408  
2.430000 33.982863 83.660125 228.432465  
2.440000 34.281703 84.211840 228.542121  
2.450000 34.579810 84.805856 228.641258  
2.460000 34.883306 85.377454 228.765446  
2.470000 35.174123 85.930586 228.775940  
2.480000 35.481917 86.521764 228.877106  
2.490000 35.772559 87.106966 228.896769  
2.500000 36.083124 87.751390 228.940629  
2.510000 36.376749 88.402302 228.957434  
2.520000 36.687863 89.091986 229.032054  
2.530000 36.984145 89.751627 229.031806  
2.540000 37.293469 90.426854 229.135979  
2.550000 37.589084 91.089998 229.150834  
2.560000 37.894667 91.764686 229.220788  
2.570000 38.185762 92.427365 229.215375  
2.580000 38.486354 93.116681 229.244218  
2.590000 38.770819 93.776716 229.168523  
2.600000 39.065948 94.397204 229.155456  
2.610000 39.343821 95.042238 229.009848  
2.620000 39.633671 95.660091 228.957956  
2.630000 39.907406 96.239247 228.775243  
2.640000 40.192577 96.780304 228.666466  
2.650000 40.465385 97.327305 228.454828  
2.660000 40.746646 97.869584 228.316612  
2.670000 41.020861 98.375682 228.088983  
2.680000 41.298953 98.846304 227.953442  
2.690000 41.575954 99.332684 227.742175  
2.700000 41.851497 99.808698 227.588373  
2.710000 42.131710 100.250849 227.394558  
2.720000 42.405185 100.671217 227.225715  
2.730000 42.688681 101.120964 227.045768  
2.740000 42.960476 101.538147 226.864447  
2.750000 43.247585 101.923271 226.690228  
2.760000 43.520177 102.276831 226.498627  
2.770000 43.809965 102.614606 226.333558  
2.780000 44.089893 102.978758 226.133530  
2.790000 44.378744 103.312338 225.982376  
2.800000 44.668855 103.615694 225.775171  
2.810000 44.956885 103.889095 225.659415  
2.820000 45.258894 104.132705 225.512557  
2.830000 45.554570 104.346564 225.391713  
2.840000 45.860933 104.586540 225.308772  
2.850000 46.170871 104.811040 225.194069  
2.860000 46.477004 105.004739 225.150160  
2.870000 46.800168 105.167087 225.098785  
2.880000 47.121567 105.297408 225.034342  
2.890000 47.440963 105.398351 225.048509  
2.900000 47.775333 105.532185 225.044248  
2.910000 48.100207 105.631166 225.028326  
2.920000 48.430746 105.694401 225.077028  
2.930000 48.756283 105.721062 225.062464  
2.940000 49.078358 105.713472 225.073531  
2.950000 49.397087 105.734034 225.008392  
2.960000 49.708886 105.715873 224.966370  
2.970000 50.014731 105.658805 224.818882  
2.980000 50.314889 105.570611 224.719699  
2.990000 50.604566 105.503862 224.501905  
3.000000 50.892365 105.398469 224.304166  
3.010000 51.164633 105.273066 224.030461  
3.020000 51.440098 105.159398 223.727655  
3.030000 51.694923 105.020586 223.402227  
3.040000 51.958798 104.901138 223.013994  
3.050000 52.197214 104.802442 222.643638  
3.060000 52.450530 104.680614 222.179659  
3.070000 52.679667 104.526687 221.772863  
3.080000 52.917977 104.396070 221.269205  
3.090000 53.139633 104.245897 220.812038  
3.100000 53.613673 105.524933 221.411868  
3.110000 54.418674 107.604305 223.251865  
3.120000 55.189294 109.624116 225.030040  
3.130000 55.937579 111.627823 226.628519  
3.140000 56.668691 113.588816 228.062655  
3.150000 57.369747 115.512140 229.418657  
3.160000 58.042056 117.376332 230.662424  
3.170000 58.693928 119.213499 231.777303  
3.180000 59.330436 120.946490 232.776534  
3.190000 59.936045 122.658359 233.682578  
3.200000 60.508676 124.264555 234.515529  
3.210000 61.062618 125.858191 235.204239  
3.220000 61.593907 127.364704 235.741178  
3.230000 62.090143 128.823258 236.218828  
3.240000 62.552102 130.150605 236.560153  
3.250000 63.003989 131.456176 236.750671  
3.260000 63.425898 132.643052 236.846360  
3.270000 63.817509 133.694415 236.865950  
3.280000 64.180860 134.703070 236.764589  
3.290000 64.525208 135.609301 236.562067  
3.300000 64.852955 136.376962 236.266443  
3.310000 65.153880 137.094686 235.923636  
3.320000 65.427627 137.714349 235.510812  
3.330000 65.673669 138.194162 235.008586  
3.340000 65.896423 138.628380 234.409453  
3.350000 66.327996 138.959974 234.573589  
3.360000 66.935782 139.204400 235.274477  
3.370000 67.503735 139.389104 235.937135  
3.380000 68.058328 139.529260 236.435868  
3.390000 68.586735 139.569500 236.893598  
3.400000 69.079484 139.573356 237.218139  
3.410000 69.568468 139.472612 237.450613  
3.420000 70.016074 139.308890 237.618734  
3.430000 70.447177 139.071616 237.657264  
3.440000 70.850226 138.772365 237.669807  
3.450000 71.220296 138.403871 237.560615  
3.460000 71.574959 138.001469 237.368523  
3.470000 71.885035 137.555591 237.092982  
3.480000 72.188099 137.123250 236.706865  
3.490000 72.439591 136.630701 236.253844  
3.500000 72.689723 136.113320 235.685123  
3.510000 72.884564 135.506504 235.041538  
3.520000 73.081565 134.807153 234.302269  
3.530000 73.223527 134.093337 233.480108  
3.540000 73.366438 133.272535 232.582742  
3.550000 73.457218 132.405434 231.599444  
3.560000 73.548356 131.490656 230.556639  
3.570000 73.590801 130.478428 229.424167  
3.580000 73.632675 129.456458 228.248666  
3.590000 73.629208 128.363777 226.980850  
3.600000 73.624483 127.291407 225.685349  
3.610000 73.575552 126.226422 224.301771  
3.620000 73.527012 125.135211 222.898791  
3.630000 73.432222 124.001908 221.421647  
3.640000 73.342741 122.828215 219.923421  
3.650000 73.207051 122.017119 218.346228  
3.660000 73.074500 122.117445 216.764697  
3.670000 72.902880 122.183992 215.074950  
3.680000 72.726083 122.231717 213.421712  
3.690000 72.521497 122.214119 211.663298  
3.700000 72.302856 122.205100 209.910285  
3.710000 72.068236 122.142665 208.099165  
3.720000 71.811292 122.055060 206.246249  
3.730000 71.549508 122.118076 204.392682  
3.740000 71.258503 122.188981 202.458293  
3.750000 70.972339 122.239366 200.571859  
3.760000 70.651789 122.271335 198.608204  
3.770000 70.343154 122.248116 196.667729  
3.780000 70.002817 122.216123 194.686528  
3.790000 69.666573 122.161008 192.706091  
3.800000 69.308897 122.055679 190.714985  
3.810000 68.946400 121.902154 188.713178  
3.820000 68.573672 121.750109 186.719016  
3.830000 68.186623 121.573949 184.693212  
3.840000 67.800955 121.368905 182.702117  
3.850000 67.390929 121.196406 180.661201  
3.860000 66.994252 121.031475 178.662442  
3.870000 66.573059 120.884612 176.634433  
3.880000 66.156300 120.726637 174.612204  
3.890000 65.727212 120.564596 172.601417  
3.900000 65.289206 120.396449 170.563608  
3.910000 64.853683 120.221830 168.573712  
3.920000 64.397282 120.026315 166.549203  
3.930000 64.126255 119.841469 164.881865  
3.940000 64.046646 119.622628 163.853173  
3.950000 63.952950 119.371200 162.797955  
3.960000 63.857542 119.115656 161.763155  
3.970000 63.765663 118.859440 160.730028  
3.980000 63.660885 118.573533 159.673846  
3.990000 63.553240 118.259166 158.622689  
4.000000 63.451433 117.917528 157.591307  
4.010000 63.337750 117.549758 156.539782  
4.020000 63.216312 117.204821 155.469538  
4.030000 63.106515 116.838950 154.443067  
4.040000 62.985714 116.449119 153.400622  
4.050000 62.854303 116.036305 152.341686  
4.060000 62.733002 115.601443 151.290335  
4.070000 62.606513 115.145431 150.260344  
4.080000 62.470093 114.669122 149.215674  
4.090000 62.332155 114.206678 148.157325  
4.100000 62.201084 113.737289 147.125376  
4.110000 62.060635 113.249045 146.097059  
4.120000 61.911085 112.742665 145.056364  
4.130000 61.770599 112.218829 144.004089  
4.140000 61.626813 111.678187 142.991787  
4.150000 61.474318 111.121350 141.969760  
4.160000 61.317474 110.548902 140.937022  
4.170000 61.170776 109.961393 139.898415  
4.180000 61.015654 109.370042 138.895449  
4.190000 60.852281 108.792347 137.882380  
4.200000 60.695784 108.200285 136.859727  
4.210000 60.538111 107.594301 135.830212  
4.220000 60.372334 106.974815 134.836428  
4.230000 60.206038 106.342219 133.833342  
4.240000 60.045660 105.696882 132.821343  
4.250000 59.877234 105.039149 131.810660  
4.260000 59.705187 104.369342 130.826066  
4.270000 59.541733 103.706506 129.832566  
4.280000 59.370202 103.046186 128.830437  
4.290000 59.194821 102.373961 127.851684  
4.300000 59.027718 101.690083 126.875019  
4.310000 58.852428 100.994789 125.889506  
4.320000 58.675357 100.288300 124.923355  
4.330000 58.503841 99.570820 123.961497  
4.340000 58.323955 98.850651 122.995623  
4.350000 58.146911 98.140861 122.055966  
4.360000 57.970044 97.420004 121.106569  
4.370000 57.784561 96.688248 120.170386  
4.380000 57.608343 95.945749 119.241120  
4.390000 57.425031 95.192660 118.301630  
4.400000 57.238082 94.429126 117.388175  
4.410000 57.056307 93.655287 116.466671  
4.420000 56.865322 92.897031 115.552427  
4.430000 56.676711 92.128161 114.647325  
4.440000 56.486299 91.348808 113.738624  
4.450000 56.286306 90.559113 112.848317  
4.460000 56.094159 89.759216 111.946002  
4.470000 55.893720 88.949262 111.058541  
4.480000 55.687134 88.129400 110.168828  
4.490000 55.485530 87.318218 109.266535  
4.500000 55.273619 86.500970 108.384822  
4.510000 55.059442 85.870069 107.493020  
4.520000 54.845306 85.884560 106.591971  
4.530000 54.620456 85.887049 105.709204  
4.540000 54.396009 85.877373 104.812758  
4.550000 54.167881 85.855368 103.913515  
4.560000 53.928647 85.830482 103.024180  
4.570000 53.691648 85.809665 102.120732  
4.580000 53.448116 85.775869 101.216109  
4.590000 53.193119 85.728918 100.318029  
4.600000 52.942407 85.668641 99.405505  
4.610000 52.682152 85.594867 98.487732  
4.620000 52.412527 85.507431 97.579059  
4.630000 52.146387 85.406171 96.655739  
4.640000 51.868232 85.301980 95.723356  
4.650000 51.586498 85.198022 94.802620  
4.660000 51.301656 85.079629 93.867186  
4.670000 51.004611 84.946665 92.919737  
4.680000 50.708567 84.799006 91.985904  
4.690000 50.404165 84.636538 91.037494  
4.700000 50.087465 84.459162 90.086149  
4.710000 49.774013 84.266792 89.138637  
4.720000 49.555163 84.071310 88.511752  
4.730000 49.425636 83.872938 87.903830  
4.740000 49.289574 83.659184 87.297725  
