NGANo: csz031-A11923-NS 
Zeta: 0.050000 
Ds5-95: 129.120000 
Comments:  
Period, SD, SV, SA
0.010000 0.000196 0.010051 77.104147  
0.020000 0.000781 0.039107 77.419070  
0.030000 0.001927 0.109534 85.569940  
0.040000 0.003158 0.187764 78.906547  
0.050000 0.004946 0.263118 77.500656  
0.060000 0.006919 0.267205 76.142033  
0.070000 0.010474 0.380836 85.601121  
0.080000 0.014566 0.654217 90.823456  
0.090000 0.021350 0.962766 103.392700  
0.100000 0.026460 1.132868 103.228096  
0.110000 0.030622 1.314736 98.727012  
0.120000 0.041833 1.851195 113.264540  
0.130000 0.049041 1.790813 114.683548  
0.140000 0.054476 2.041856 110.412313  
0.150000 0.079549 2.348010 140.566308  
0.160000 0.104742 3.104325 160.587128  
0.170000 0.100978 2.989583 135.839379  
0.180000 0.112484 3.262160 139.376777  
0.190000 0.138464 3.705381 151.686729  
0.200000 0.131831 3.523312 129.068374  
0.210000 0.148281 4.047864 131.145429  
0.220000 0.160685 4.353828 132.406996  
0.230000 0.173648 4.409080 130.314846  
0.240000 0.195611 4.955256 135.182833  
0.250000 0.225085 5.586593 144.590676  
0.260000 0.299092 7.047693 175.459762  
0.270000 0.378472 8.497961 204.281975  
0.280000 0.422114 9.073712 211.558011  
0.290000 0.387239 8.276066 180.100941  
0.300000 0.422390 7.790976 185.677360  
0.310000 0.425924 7.808880 177.700660  
0.320000 0.426455 7.580742 165.038862  
0.330000 0.421368 7.108018 153.048621  
0.340000 0.469882 7.448295 160.544622  
0.350000 0.511185 8.183058 165.318728  
0.360000 0.580460 8.962822 177.614866  
0.370000 0.658926 9.457661 189.132599  
0.380000 0.702536 9.871716 193.453487  
0.390000 0.714549 9.707396 187.162844  
0.400000 0.706837 9.394544 174.078202  
0.410000 0.685844 8.840891 162.949808  
0.420000 0.715471 9.443802 161.290087  
0.430000 0.829740 10.820429 177.062526  
0.440000 0.951479 12.070173 193.862709  
0.450000 1.001542 13.321162 196.648549  
0.460000 1.016258 13.445088 190.446460  
0.470000 0.966858 12.977844 172.417114  
0.480000 0.919436 12.460724 158.767922  
0.490000 0.955777 12.000283 158.595603  
0.500000 1.061996 12.236032 169.271404  
0.510000 1.105552 12.453537 169.147215  
0.520000 1.128404 14.374355 165.404777  
0.530000 1.278592 16.567854 181.095043  
0.540000 1.400852 18.104938 190.971848  
0.550000 1.478588 18.436030 195.057945  
0.560000 1.511236 17.999026 191.553838  
0.570000 1.496267 16.900754 181.849660  
0.580000 1.441300 15.258346 170.527552  
0.590000 1.427891 13.550265 163.528225  
0.600000 1.373638 12.708806 151.847611  
0.610000 1.291100 12.466114 137.427403  
0.620000 1.191732 12.408804 123.038093  
0.630000 1.145484 12.345480 114.780719  
0.640000 1.179129 12.168392 114.305819  
0.650000 1.264593 11.973191 118.877185  
0.660000 1.363295 11.684656 123.895122  
0.670000 1.461326 11.748565 128.606567  
0.680000 1.539533 12.291226 131.678258  
0.690000 1.591145 12.632335 132.489698  
0.700000 1.623531 12.855907 131.781722  
0.710000 1.662430 13.009296 130.507613  
0.720000 1.700341 13.090587 129.994770  
0.730000 1.729053 13.166872 129.017617  
0.740000 1.746284 12.967216 126.206407  
0.750000 1.734950 12.562518 122.371819  
0.760000 1.714485 12.148106 117.713563  
0.770000 1.696522 11.741670 113.564528  
0.780000 1.677817 11.504787 109.187258  
0.790000 1.654509 11.199061 105.378019  
0.800000 1.641233 10.786339 101.621171  
0.810000 1.632288 10.705617 98.604786  
0.820000 1.633387 10.564918 96.529067  
0.830000 1.644478 10.623109 94.597005  
0.840000 1.686180 11.671225 94.568101  
0.850000 1.864726 12.685017 102.118729  
0.860000 2.043296 13.610368 109.476874  
0.870000 2.209485 14.355755 115.829873  
0.880000 2.355487 14.901057 120.656531  
0.890000 2.472416 15.240200 123.575930  
0.900000 2.554020 15.341689 124.844850  
0.910000 2.605552 15.258270 124.569588  
0.920000 2.636768 15.064986 123.393296  
0.930000 2.655745 14.916562 121.799980  
0.940000 2.680598 14.804809 120.089268  
0.950000 2.708511 14.741551 119.099308  
0.960000 2.750073 14.735395 118.231036  
0.970000 2.788985 15.012877 117.745358  
0.980000 2.836411 16.139971 117.201894  
0.990000 2.873278 17.340781 116.404988  
1.000000 3.043872 18.578748 120.942886  
1.010000 3.196581 19.589228 124.372568  
1.020000 3.310917 20.422283 126.376638  
1.030000 3.416354 21.122451 127.661604  
1.040000 3.535949 21.851316 129.682009  
1.050000 3.701515 22.777444 133.195839  
1.060000 3.907939 23.761866 137.909018  
1.070000 4.130939 24.838165 143.100766  
1.080000 4.323779 25.664675 147.121499  
1.090000 4.453468 26.104880 148.830782  
1.100000 4.497989 26.136724 147.640651  
1.110000 4.458322 25.846393 143.626915  
1.120000 4.353858 25.133495 137.697864  
1.130000 4.205349 24.103419 130.672633  
1.140000 4.036303 23.008493 123.279208  
1.150000 3.876776 21.958448 116.291422  
1.160000 3.740786 21.040579 110.217897  
1.170000 3.809355 20.265624 110.380079  
1.180000 3.876264 19.589002 110.455412  
1.190000 3.949531 19.002213 110.620057  
1.200000 4.012152 19.790519 110.532532  
1.210000 4.061904 20.816628 110.072935  
1.220000 4.114761 21.621355 109.661381  
1.230000 4.206338 22.271892 110.215161  
1.240000 4.374199 22.658692 112.787966  
1.250000 4.506797 22.800735 114.400470  
1.260000 4.743971 22.605909 118.635780  
1.270000 5.024808 24.104753 123.679868  
1.280000 5.249475 25.474821 127.166236  
1.290000 5.419642 26.563091 129.207437  
1.300000 5.559616 27.395472 130.489602  
1.310000 5.779237 28.066910 133.615887  
1.320000 5.967716 28.538085 135.924940  
1.330000 6.122755 28.808322 137.401545  
1.340000 6.237710 28.960482 137.934959  
1.350000 6.303474 28.895895 137.341856  
1.360000 6.309763 28.607431 135.454641  
1.370000 6.246396 28.527132 132.128382  
1.380000 6.106766 28.251511 127.290338  
1.390000 6.105365 28.083054 125.336047  
1.400000 6.237487 28.204183 126.210135  
1.410000 6.327520 28.063577 126.243840  
1.420000 6.437926 28.011485 126.656439  
1.430000 6.671660 28.302987 129.410459  
1.440000 6.882815 29.355933 131.644609  
1.450000 7.066373 30.182748 133.277914  
1.460000 7.222074 30.909305 134.330434  
1.470000 7.353870 31.455036 134.915527  
1.480000 7.466778 31.879145 135.139430  
1.490000 7.564182 32.273392 135.143327  
1.500000 7.646324 32.508706 134.874380  
1.510000 7.712058 32.644126 134.237434  
1.520000 7.749048 32.560252 133.112319  
1.530000 7.748932 32.289959 131.377042  
1.540000 7.705337 31.817225 128.948135  
1.550000 7.615623 31.142989 125.807478  
1.560000 7.481472 30.301872 122.009476  
1.570000 7.326383 29.709044 118.197317  
1.580000 7.315444 29.097147 116.478979  
1.590000 7.255340 28.372714 114.218588  
1.600000 7.185665 28.336937 111.455176  
1.610000 7.274211 28.290457 111.230894  
1.620000 7.363894 28.166039 111.264667  
1.630000 7.457980 28.025222 111.307776  
1.640000 7.567544 27.813527 111.545076  
1.650000 7.682344 27.956121 111.945393  
1.660000 7.818477 28.287450 112.464952  
1.670000 7.958213 28.672951 113.193731  
1.680000 8.112183 29.049710 113.925772  
1.690000 8.267342 29.468507 114.836219  
1.700000 8.428645 29.872317 115.620145  
1.710000 8.580168 30.252099 116.448432  
1.720000 8.731857 30.612437 117.058509  
1.730000 8.863375 30.890164 117.490215  
1.740000 8.978387 31.102266 117.687975  
1.750000 9.072518 31.253023 117.496520  
1.760000 9.132876 31.323558 116.927033  
1.770000 9.153618 31.286557 115.955441  
1.780000 9.135517 31.118891 114.438561  
1.790000 9.075059 30.808865 112.366469  
1.800000 8.971693 30.361495 109.812471  
1.810000 8.834165 29.795316 107.026576  
1.820000 8.821768 29.271639 105.614724  
1.830000 8.908463 29.254048 105.460647  
1.840000 8.997397 29.126605 105.319822  
1.850000 9.104876 28.902161 105.463161  
1.860000 9.245513 28.536727 105.966586  
1.870000 9.426235 28.136932 106.902244  
1.880000 9.647694 27.995659 108.268495  
1.890000 9.908415 28.660976 110.026543  
1.900000 10.207011 29.440259 112.132470  
1.910000 10.539355 30.390483 114.549299  
1.920000 10.902966 31.437140 117.238323  
1.930000 11.293451 32.563752 120.187974  
1.940000 11.703393 33.744575 123.335752  
1.950000 12.132477 34.959868 126.529071  
1.960000 12.566701 36.188772 129.660094  
1.970000 12.991971 37.381298 132.800134  
