NGANo: csz025-A00692-NS 
Zeta: 0.050000 
Ds5-95: 132.320000 
Comments:  
Period, SD, SV, SA
0.010000 0.000128 0.009177 50.702162  
0.020000 0.000478 0.039280 46.585724  
0.030000 0.001152 0.093640 50.858848  
0.040000 0.002000 0.124519 49.819628  
0.050000 0.003234 0.202351 49.572142  
0.060000 0.004639 0.263898 51.274225  
0.070000 0.007712 0.411145 61.809940  
0.080000 0.009680 0.559208 61.259861  
0.090000 0.015275 0.663041 73.879988  
0.100000 0.016217 0.785338 64.511493  
0.110000 0.021433 0.951362 69.535355  
0.120000 0.029155 1.327141 80.284136  
0.130000 0.034403 1.478808 80.523192  
0.140000 0.055030 1.809272 109.761038  
0.150000 0.059281 2.049101 102.525954  
0.160000 0.070316 2.124876 109.632184  
0.170000 0.069816 2.171648 94.990460  
0.180000 0.092127 2.587755 113.908537  
0.190000 0.109802 2.990106 118.637840  
0.200000 0.152107 3.995285 149.498649  
0.210000 0.168998 4.181765 154.218920  
0.220000 0.207761 5.057678 168.012721  
0.230000 0.251479 6.020176 191.107828  
0.240000 0.275536 6.379032 190.143850  
0.250000 0.274373 6.225415 171.650950  
0.260000 0.264550 6.133513 156.884493  
0.270000 0.254745 5.457266 138.310010  
0.280000 0.248181 4.874605 126.927282  
0.290000 0.269491 5.071842 127.511968  
0.300000 0.296342 5.818742 130.509365  
0.310000 0.325513 6.711907 133.705681  
0.320000 0.335419 6.421578 128.933059  
0.330000 0.343517 6.183176 124.003661  
0.340000 0.399685 6.941509 136.183224  
0.350000 0.445617 7.882441 142.964471  
0.360000 0.477955 8.440747 147.606763  
0.370000 0.519478 8.931475 150.818130  
0.380000 0.537172 9.145414 146.195545  
0.390000 0.538525 9.275342 141.609970  
0.400000 0.565220 9.402707 141.857275  
0.410000 0.603611 9.215239 142.220875  
0.420000 0.609956 9.669217 136.013920  
0.430000 0.600340 9.359765 130.104487  
0.440000 0.664421 9.901712 136.883515  
0.450000 0.685908 10.120280 135.061617  
0.460000 0.716948 10.234584 133.278048  
0.470000 0.760096 10.795386 137.157141  
0.480000 0.825641 11.654314 141.016258  
0.490000 0.903463 12.341206 148.397528  
0.500000 1.003087 13.293947 160.110163  
0.510000 1.135031 14.181789 172.173467  
0.520000 1.214748 14.380176 178.137105  
0.530000 1.213173 14.426240 172.686276  
0.540000 1.175641 14.431132 160.336555  
0.550000 1.105290 14.124187 144.181994  
0.560000 1.011117 13.313267 127.600772  
0.570000 0.936229 12.291884 114.239357  
0.580000 0.864260 11.156693 102.180183  
0.590000 0.793926 10.009544 90.620884  
0.600000 0.724189 9.035903 79.565593  
0.610000 0.675756 8.217557 71.813891  
0.620000 0.681895 7.596256 70.092852  
0.630000 0.700965 7.465851 70.229992  
0.640000 0.682546 7.448624 66.482719  
0.650000 0.672266 7.695653 63.217527  
0.660000 0.674906 7.839148 61.564372  
0.670000 0.702315 7.940367 62.328672  
0.680000 0.769672 7.846173 66.222909  
0.690000 0.804646 7.764429 66.802378  
0.700000 0.843767 8.300861 68.190381  
0.710000 0.848124 8.570169 66.845660  
0.720000 0.829663 8.365357 63.719237  
0.730000 0.860679 8.113948 64.287631  
0.740000 0.878731 7.731505 63.496543  
0.750000 0.875001 7.167975 61.891922  
0.760000 0.853799 7.173789 58.841758  
0.770000 0.821743 7.109616 55.003997  
0.780000 0.865109 6.959614 56.275808  
0.790000 0.913271 7.026850 58.064165  
0.800000 0.956985 7.366157 59.315806  
0.810000 0.984049 7.625860 59.420146  
0.820000 0.981851 7.822807 57.802848  
0.830000 0.946802 7.745050 54.405851  
0.840000 0.898423 7.409520 50.523245  
0.850000 0.845266 7.134727 46.435869  
0.860000 0.788517 6.768343 42.495379  
0.870000 0.745706 6.364301 39.062642  
0.880000 0.719953 6.034271 37.051562  
0.890000 0.710086 5.829499 35.709652  
0.900000 0.691239 5.642553 34.013460  
0.910000 0.697939 5.809041 33.433937  
0.920000 0.692518 5.902599 32.532047  
0.930000 0.678793 5.902083 31.224999  
0.940000 0.668763 5.954831 30.051662  
0.950000 0.661051 6.006169 29.123396  
